time_entry_id,engagement_id,entry_date,hours,billable
163,93,2024-07-04,2.5,False
164,89,2023-07-12,4.6,True
165,70,2024-08-08,4.8,True
166,202,2023-09-14,1.9,True
167,163,2024-10-11,4.1,True
168,35,2024-01-01,2.9,True
169,48,2024-03-21,9.5,True
170,18,2023-05-23,5.1,True
171,57,2024-11-27,4.1,True
172,145,2023-05-15,4.6,True
173,206,2023-01-24,5.8,True
174,106,2023-11-04,7.6,False
175,18,2024-08-07,2.5,True
176,11,2024-10-06,2.4,True
177,92,2024-08-22,10.7,True
178,59,2024-01-23,3.7,True
179,127,2024-10-03,1.8,True
180,27,2023-12-11,,True
181,51,2023-12-01,,True
182,123,2023-05-07,1.7,False
183,62,2024-07-05,5.8,True
184,81,2023-08-10,8.3,True
185,49,2023-05-17,,True
186,12,2023-09-16,7.7,False
187,76,2024-02-27,1.9,True
188,73,2023-07-09,6.2,True
189,198,2023-09-09,4.0,True
190,197,2023-08-20,3.5,True
191,95,2024-02-22,9.1,True
192,64,2024-05-14,14.0,True
193,92,2024-04-17,17.4,True
194,134,2023-04-09,12.4,True
195,86,2023-08-31,4.6,True
196,167,2024-03-29,6.3,True
197,213,2023-06-01,8.5,True
198,89,2023-02-18,5.4,False
199,26,2023-08-14,5.4,True
200,27,2024-04-20,8.8,True
201,192,2024-04-09,4.8,True
202,92,2023-04-01,3.0,True
203,72,2024-04-18,3.7,True
204,137,2023-05-17,7.7,True
205,211,2024-06-02,5.0,True
206,94,2024-02-01,,True
207,70,2023-03-30,7.9,False
208,190,2023-09-03,3.8,True
209,19,2024-07-26,8.4,False
210,186,2023-10-30,6.5,True
211,115,2024-04-26,2.1,True
212,5,2024-06-07,13.6,True
213,51,2023-01-22,3.5,True
214,150,2024-10-14,1.6,True
215,166,2023-08-23,2.4,True
216,44,2024-07-09,2.4,True
217,145,2023-11-23,5.1,True
218,218,2024-02-08,4.1,True
219,152,2023-09-10,3.9,False
220,155,2024-08-20,7.6,True
221,43,2023-03-24,6.3,True
222,141,2024-09-19,6.2,True
223,156,2023-05-26,6.6,True
224,25,2024-09-10,7.6,False
225,69,2023-01-18,1.1,True
226,195,2023-01-10,3.8,True
227,220,2023-03-07,,True
228,39,2024-01-19,,True
229,161,2023-07-06,4.9,True
230,111,2024-02-23,10.3,True
231,130,2024-07-27,11.4,True
232,113,2023-01-20,5.7,True
233,191,2024-01-04,3.5,True
234,98,2024-06-01,7.0,True
235,130,2023-10-25,,False
236,148,2024-10-09,80.7,True
237,122,2024-04-08,9.9,False
238,194,2023-01-25,3.4,True
239,53,2024-01-15,8.7,True
240,209,2023-09-26,8.0,True
241,150,2023-04-03,2.5,True
242,212,2024-10-27,9.8,True
243,83,2023-06-05,8.1,True
244,106,2023-02-28,5.3,False
245,10,2023-06-05,2.9,True
246,204,2024-07-30,2.7,True
247,180,2024-02-24,3.4,True
248,66,2024-07-27,,True
249,12,2023-11-20,2.5,True
250,154,2023-03-23,6.7,True
251,148,2023-09-29,2.1,True
252,117,2023-05-20,4.3,True
253,35,2024-01-25,5.3,True
254,203,2023-07-08,27.4,True
255,96,2024-11-10,1.9,True
256,160,2023-09-22,13.9,True
257,190,2023-08-08,5.5,True
258,121,2024-11-20,86.4,True
259,21,2023-12-31,5.4,True
260,196,2023-04-30,6.8,True
261,147,2023-12-03,4.4,True
262,197,2023-06-28,,True
263,135,2024-05-16,88.2,True
264,200,2024-02-06,10.9,True
265,191,2024-05-26,3.2,True
266,48,2024-10-20,4.7,True
267,39,2024-05-25,2.3,True
268,36,2023-08-27,6.8,True
269,176,2023-05-22,13.6,True
270,53,2024-01-06,4.7,False
271,100,2023-11-11,4.3,True
272,174,2023-08-08,2.3,True
273,95,2024-07-21,4.2,False
274,14,2024-09-28,1.6,False
275,80,2023-09-25,2.6,True
276,21,2024-04-21,5.8,False
277,85,2024-11-19,12.5,True
278,163,2023-01-09,35.4,True
279,115,2023-09-13,3.3,True
280,149,2024-05-31,13.5,True
281,24,2023-12-15,5.9,True
282,166,2024-07-08,4.5,True
283,94,2023-11-29,6.7,True
284,64,2023-02-15,5.2,True
285,144,2023-10-31,5.4,True
286,30,2023-10-11,3.7,True
287,110,2024-08-14,1.9,False
288,93,2023-04-14,1.7,True
289,37,2023-04-19,7.8,True
290,210,2023-04-10,4.1,True
291,80,2024-02-02,3.3,True
292,9,2024-11-27,5.0,True
293,98,2024-03-09,8.6,True
294,213,2024-07-25,5.6,True
295,148,2024-08-18,3.1,True
296,141,2024-02-25,11.7,True
297,199,2024-03-02,15.0,True
298,19,2023-06-20,7.0,True
299,122,2024-11-03,9.8,True
300,71,2024-07-05,11.8,False
301,149,2024-09-02,10.9,True
302,188,2024-11-19,7.6,True
303,17,2023-09-02,7.5,False
304,35,2023-04-11,7.1,True
305,210,2024-08-24,2.3,False
306,109,2023-11-28,8.1,True
307,70,2024-11-01,1.9,True
308,34,2024-05-01,104.9,True
309,78,2023-06-30,12.3,True
310,2,2023-09-06,8.9,False
311,50,2024-03-03,14.0,True
312,41,2023-10-04,4.1,False
313,19,2023-07-17,2.2,True
314,214,2023-05-27,4.2,False
315,174,2024-03-30,5.3,False
316,207,2023-01-25,5.2,True
317,53,2023-03-07,11.0,False
318,64,2023-01-30,3.8,True
319,63,2024-05-28,6.3,True
320,123,2023-01-21,2.5,True
321,40,2023-10-21,,True
322,52,2023-03-26,5.0,True
323,215,2024-02-16,2.9,True
324,78,2023-01-25,4.2,True
325,172,2023-01-19,4.4,True
326,51,2023-10-15,4.1,True
327,205,2024-05-01,17.1,True
328,153,2023-03-18,4.6,True
329,190,2023-12-14,4.2,False
330,114,2024-07-21,1.1,False
331,200,2024-03-13,2.6,False
332,80,2024-06-09,4.1,True
333,106,2023-08-09,3.1,True
334,14,2024-10-21,13.0,False
335,38,2023-04-13,,True
336,170,2024-02-28,12.2,True
337,72,2023-11-01,5.2,True
338,23,2023-01-23,5.1,True
339,65,2024-10-22,4.7,True
340,78,2024-05-06,5.0,True
341,158,2023-06-09,16.5,True
342,20,2023-02-06,1.0,True
343,6,2024-04-18,1.2,True
344,160,2024-01-17,3.4,True
345,32,2023-02-04,5.0,True
346,93,2024-11-21,8.0,True
347,151,2024-05-17,6.9,True
348,114,2023-11-20,,True
349,28,2023-06-16,10.1,True
350,159,2023-07-09,,True
351,11,2023-11-13,5.6,False
352,52,2023-02-10,9.7,True
353,25,2023-09-15,6.0,True
354,113,2023-06-02,3.3,False
355,152,2023-03-20,8.1,True
356,143,2023-03-30,5.4,True
357,31,2023-08-30,5.0,True
358,76,2023-09-25,13.9,True
359,33,2023-09-03,0.9,True
360,76,2024-04-27,1.8,True
361,51,2024-01-01,2.2,True
362,163,2023-05-15,3.8,True
363,166,2024-11-11,4.1,True
364,181,2024-05-26,1.7,True
365,45,2023-11-26,2.5,False
366,3,2023-02-04,2.7,True
367,8,2024-10-02,27.7,True
368,186,2024-06-05,17.5,True
369,200,2023-11-20,3.7,True
370,47,2023-04-24,3.8,True
371,193,2023-03-17,2.2,True
372,117,2023-07-22,1.3,True
373,41,2023-06-11,4.6,True
374,69,2023-05-27,2.5,True
375,59,2023-10-13,4.7,True
376,168,2023-02-02,1.6,True
377,42,2023-08-16,2.9,True
378,41,2024-09-01,5.5,True
379,159,2024-08-29,,False
380,67,2023-01-06,6.6,True
381,56,2024-04-20,2.0,True
382,178,2024-11-24,9.0,True
383,205,2024-02-09,2.8,True
384,123,2023-10-01,7.7,True
385,183,2023-12-10,4.9,True
386,186,2023-05-30,1.9,True
387,130,2023-10-06,4.0,True
388,183,2024-10-17,6.4,True
389,2,2024-03-04,7.6,True
390,8,2023-10-29,4.5,True
391,195,2023-03-29,14.5,False
392,31,2024-09-26,10.0,True
393,161,2023-04-24,4.1,True
394,93,2024-05-20,8.4,True
395,174,2023-08-01,19.2,True
396,147,2023-07-15,19.5,True
397,16,2023-04-30,2.1,True
398,75,2023-09-20,2.6,True
399,156,2024-04-18,14.0,True
400,203,2023-10-19,2.4,True
401,178,2023-01-18,2.0,True
402,197,2023-07-04,3.5,False
403,211,2023-04-23,6.6,False
404,197,2023-10-09,4.6,True
405,128,2024-09-23,3.1,True
406,74,2024-11-04,3.1,True
407,112,2024-11-29,3.0,False
408,176,2023-03-20,2.7,True
409,94,2023-12-08,24.5,True
410,183,2023-02-01,6.1,True
411,155,2023-12-13,9.2,True
412,47,2024-02-08,3.5,True
413,203,2024-06-25,4.3,True
414,187,2023-08-24,3.0,True
415,132,2023-01-26,0.8,True
416,43,2023-11-14,1.9,True
417,51,2023-10-26,1.4,False
418,185,2024-03-12,1.0,True
419,4,2023-03-11,2.1,False
420,107,2024-03-05,12.5,True
421,137,2023-10-08,4.8,True
422,52,2024-06-01,12.2,True
423,191,2024-11-19,,False
424,115,2023-06-09,,True
425,15,2024-06-11,2.6,True
426,71,2023-03-31,7.1,True
427,88,2024-11-20,8.2,True
428,50,2023-12-03,3.3,True
429,207,2024-06-06,7.3,True
430,80,2024-06-28,7.4,True
431,111,2024-03-01,3.4,True
432,118,2023-09-27,2.3,True
433,49,2024-06-11,2.2,True
434,125,2023-11-30,5.3,True
435,78,2024-04-06,6.2,True
436,3,2024-03-05,2.8,True
437,90,2023-11-21,5.0,True
438,129,2023-03-23,7.4,True
439,26,2023-07-24,7.6,True
440,172,2024-10-18,14.7,True
441,146,2023-12-31,12.1,True
442,69,2024-03-21,2.5,True
443,131,2023-06-30,16.1,True
444,67,2024-05-09,3.4,False
445,143,2023-12-07,10.3,True
446,34,2023-06-03,5.2,True
447,135,2023-04-13,3.7,True
448,13,2023-10-04,1.4,True
449,4,2024-01-31,4.4,True
450,56,2023-07-16,1.7,False
451,39,2023-06-21,9.7,True
452,108,2023-07-08,14.3,True
453,37,2023-07-25,2.8,True
454,54,2024-06-01,6.1,False
455,22,2023-12-16,3.0,True
456,196,2023-11-25,3.2,True
457,162,2023-04-24,8.5,False
458,48,2024-01-17,4.8,False
459,27,2024-11-04,16.7,True
460,188,2024-06-05,3.5,True
461,148,2023-11-09,10.0,True
462,195,2023-08-03,5.3,True
463,40,2023-09-04,8.6,True
464,79,2023-01-19,3.6,True
465,27,2023-01-21,4.8,True
466,94,2024-06-27,4.6,True
467,36,2024-08-13,2.8,True
468,1,2024-11-08,7.9,True
469,112,2024-03-14,7.8,True
470,216,2024-10-12,7.5,True
471,143,2023-10-19,14.5,True
472,167,2023-06-27,13.7,True
473,179,2023-06-21,3.8,True
474,214,2023-06-15,6.4,False
475,29,2024-06-05,3.2,True
476,56,2023-01-07,5.0,False
477,136,2024-10-23,3.3,True
478,181,2024-06-26,15.4,True
479,171,2023-09-24,6.4,True
480,161,2024-05-06,4.3,True
481,69,2023-04-05,11.4,True
482,81,2023-10-29,1.1,True
483,18,2023-03-18,1.2,True
484,70,2023-03-20,8.6,True
485,35,2023-01-05,5.2,True
486,207,2024-07-11,5.9,True
487,21,2024-06-04,2.0,True
488,80,2024-09-17,4.9,True
489,196,2024-11-17,20.1,True
490,211,2024-11-06,8.8,True
491,83,2024-11-25,5.6,True
492,103,2023-01-12,,True
493,116,2024-07-02,3.8,True
494,181,2024-05-21,1.1,True
495,170,2023-04-24,5.9,True
496,116,2023-04-06,9.0,True
497,82,2024-11-15,1.6,True
498,82,2024-09-09,3.1,True
499,143,2023-08-18,2.2,True
500,184,2023-02-22,2.5,True
501,17,2023-08-22,5.1,True
502,170,2023-01-04,1.2,True
503,106,2024-04-26,7.6,True
504,32,2023-09-24,117.8,True
505,22,2023-02-04,4.2,True
506,75,2024-11-16,0.9,True
507,55,2024-08-01,2.5,False
508,23,2024-09-25,11.7,True
509,65,2024-11-29,0.7,True
510,184,2023-01-10,3.9,True
511,158,2024-06-26,2.2,True
512,46,2024-07-05,8.7,True
513,149,2024-07-01,3.1,False
514,100,2023-07-05,6.6,True
515,165,2023-10-01,7.4,True
516,55,2024-10-12,17.9,True
517,14,2023-02-16,4.3,False
518,69,2024-03-24,6.4,True
519,219,2024-07-08,1.8,True
520,123,2024-07-12,11.4,True
521,12,2024-02-23,2.9,True
522,215,2024-06-20,,True
523,182,2024-09-28,4.9,True
524,120,2024-06-20,1.7,True
525,163,2023-03-23,5.8,True
526,41,2023-06-21,9.7,True
527,131,2023-08-02,6.1,True
528,201,2023-08-29,1.6,True
529,97,2023-09-10,4.5,True
530,9,2023-06-03,8.3,True
531,167,2024-04-23,82.8,True
532,161,2023-03-19,2.3,True
533,163,2024-07-05,9.1,True
534,143,2024-04-06,6.0,True
535,31,2024-11-03,6.6,True
536,26,2023-01-05,18.2,True
537,175,2023-07-26,6.9,True
538,189,2024-09-20,7.9,True
539,18,2023-12-12,33.0,True
540,128,2024-01-28,4.3,True
541,111,2023-01-21,2.8,True
542,78,2024-06-17,6.7,True
543,142,2023-06-27,6.7,False
544,202,2024-11-05,3.4,True
545,181,2023-09-19,2.4,True
546,34,2023-05-13,25.0,True
547,102,2024-02-20,6.2,True
548,206,2023-12-01,3.0,True
549,53,2023-11-26,9.4,True
550,188,2024-10-26,4.6,True
551,108,2023-09-13,4.1,True
552,115,2023-10-06,7.3,True
553,56,2024-03-12,2.0,True
554,203,2023-04-30,6.3,True
555,117,2024-08-03,18.9,True
556,127,2023-06-10,6.9,True
557,102,2023-06-19,3.8,True
558,20,2023-01-08,3.5,True
559,172,2023-08-29,3.7,True
560,73,2024-02-12,4.1,True
561,53,2024-05-08,3.8,False
562,173,2024-09-20,,True
563,44,2024-06-28,1.5,True
564,151,2023-08-13,9.1,True
565,105,2024-07-31,3.8,False
566,176,2023-05-17,6.4,True
567,12,2023-05-27,2.3,False
568,171,2023-09-08,12.6,True
569,51,2024-01-13,11.8,False
570,192,2023-05-23,9.7,True
571,78,2024-09-22,1.7,True
572,2,2023-07-09,8.8,True
573,108,2023-10-02,6.6,True
574,13,2024-02-28,1.6,False
575,60,2023-10-28,4.9,True
576,158,2023-10-10,,True
577,124,2024-11-20,,True
578,156,2023-11-02,5.6,True
579,194,2023-03-21,6.1,True
580,103,2024-05-26,13.9,True
581,120,2024-05-08,11.7,False
582,13,2023-06-03,0.7,False
583,64,2024-08-18,4.0,True
584,160,2023-10-02,4.4,True
585,14,2023-04-16,,False
586,80,2023-05-01,5.3,False
587,31,2024-05-15,11.9,True
588,189,2023-06-01,2.3,True
589,124,2023-11-25,6.3,True
590,142,2024-05-28,2.6,True
591,151,2024-08-20,3.1,True
592,50,2023-12-09,13.9,True
593,11,2024-09-27,3.4,True
594,88,2023-07-31,6.8,True
595,41,2024-09-02,,True
596,71,2023-06-25,18.2,True
597,71,2023-02-15,7.6,False
598,173,2024-05-22,4.4,True
599,71,2024-06-13,7.4,True
600,34,2024-10-10,1.8,False
601,211,2024-10-07,11.3,True
602,11,2023-03-13,3.9,True
603,45,2024-03-10,4.3,True
604,77,2024-05-08,3.5,True
605,14,2024-02-25,3.3,False
606,198,2023-01-14,8.1,False
607,78,2023-02-01,5.9,True
608,173,2024-04-14,7.8,True
609,30,2024-08-22,4.9,True
610,115,2023-05-06,7.1,True
611,28,2023-02-02,3.7,True
612,51,2023-10-10,23.6,True
613,90,2023-08-08,1.7,False
614,190,2024-11-19,12.0,True
615,68,2024-10-10,12.9,True
616,167,2024-01-26,2.7,True
617,21,2024-10-26,23.6,True
618,56,2023-06-10,9.9,True
619,133,2024-11-25,9.8,True
620,104,2023-11-09,96.6,True
621,111,2023-11-30,4.3,True
622,150,2023-02-05,4.3,True
623,17,2023-05-05,6.5,True
624,154,2023-05-17,13.2,True
625,190,2023-12-08,5.6,True
626,169,2023-05-13,2.6,True
627,63,2023-03-13,8.8,True
628,78,2024-02-28,9.4,True
629,212,2024-09-02,7.8,True
630,174,2023-02-18,8.3,True
631,205,2024-01-28,4.1,True
632,201,2024-11-03,2.6,True
633,96,2023-10-11,2.7,True
634,29,2023-05-09,1.6,True
635,51,2023-02-25,5.8,False
636,65,2024-10-17,4.7,True
637,184,2023-10-11,3.6,True
638,61,2023-03-15,0.6,False
639,80,2024-08-29,2.1,True
640,188,2024-07-15,10.9,True
641,36,2024-05-07,3.1,True
642,146,2023-03-01,6.4,False
643,122,2023-02-27,1.9,True
644,217,2023-06-03,13.6,True
645,108,2023-04-22,4.5,False
646,115,2024-01-08,6.1,True
647,188,2023-10-02,,True
648,219,2024-06-19,14.3,True
649,161,2023-03-12,4.0,True
650,154,2024-05-24,3.3,True
651,193,2024-10-15,,False
652,216,2023-04-02,7.1,True
653,162,2024-04-01,4.6,True
654,65,2023-12-23,3.8,True
655,142,2023-03-08,13.8,True
656,52,2023-07-24,4.6,False
657,111,2024-07-05,24.8,True
658,98,2024-08-31,5.3,True
659,218,2023-09-15,17.3,False
660,122,2023-03-16,6.4,False
661,212,2023-06-21,9.7,True
662,178,2024-08-13,3.0,True
663,187,2024-02-03,2.7,True
664,38,2023-10-29,,True
665,171,2023-01-10,9.9,True
666,56,2024-07-01,5.1,False
667,128,2023-11-22,2.0,True
668,107,2024-01-17,1.9,True
669,58,2024-08-13,1.8,True
670,217,2024-01-29,1.4,True
671,193,2024-10-11,5.3,True
672,127,2024-01-27,10.9,True
673,3,2023-08-28,4.9,True
674,41,2024-10-07,76.9,True
675,51,2024-03-25,4.3,True
676,214,2024-06-16,4.4,True
677,89,2023-06-08,21.5,True
678,11,2024-04-14,1.8,True
679,129,2024-01-28,3.8,True
680,210,2023-03-15,16.3,True
681,124,2023-06-27,6.8,True
682,98,2024-09-30,7.3,True
683,39,2024-02-04,5.4,True
684,194,2024-06-26,6.2,False
685,24,2023-05-01,8.5,True
686,206,2023-06-02,2.8,True
687,49,2024-10-20,9.2,True
688,31,2023-10-22,1.9,True
689,77,2024-09-12,6.2,True
690,2,2024-07-19,5.6,False
691,4,2023-08-24,3.2,True
692,42,2024-10-26,4.9,True
693,153,2024-06-27,3.2,True
694,180,2023-03-31,2.3,True
695,55,2023-03-08,3.9,False
696,142,2023-03-30,2.3,True
697,78,2024-06-02,6.2,True
698,96,2023-04-11,2.2,False
699,74,2023-07-17,,False
700,197,2023-11-01,2.2,True
701,113,2023-04-05,3.3,True
702,112,2023-08-20,3.2,True
703,190,2024-04-19,12.5,False
704,145,2024-11-11,6.2,True
705,33,2023-11-25,4.3,True
706,42,2024-06-06,7.0,True
707,75,2024-01-07,1.1,True
708,22,2023-11-23,4.8,True
709,153,2023-12-31,20.1,True
710,109,2024-11-01,5.4,True
711,10,2023-02-11,5.2,True
712,89,2023-12-26,7.3,True
713,183,2023-02-05,9.3,True
714,200,2024-09-04,1.2,True
715,212,2024-02-25,1.5,True
716,203,2023-02-03,5.7,True
717,134,2024-03-12,3.0,True
718,204,2023-11-02,12.4,True
719,211,2023-02-03,4.0,True
720,140,2024-11-15,1.3,True
721,91,2023-09-22,2.0,True
722,213,2023-01-17,0.7,True
723,92,2024-03-04,4.2,True
724,37,2023-09-20,4.3,True
725,24,2024-04-04,3.7,True
726,125,2023-04-24,10.5,True
727,8,2024-08-02,11.5,True
728,27,2023-10-22,4.4,False
729,54,2023-10-22,1.1,True
730,117,2024-07-16,7.6,True
731,106,2024-01-19,7.3,True
732,113,2023-01-01,6.2,True
733,112,2024-02-09,9.8,True
734,219,2024-03-28,2.2,True
735,48,2023-08-07,20.2,True
736,105,2023-05-07,2.5,False
737,135,2023-02-07,8.4,True
738,61,2024-08-15,1.5,True
739,40,2023-01-03,2.6,True
740,11,2024-02-13,14.3,False
741,72,2024-08-08,4.1,True
742,56,2023-09-04,8.9,True
743,44,2023-05-21,5.8,True
744,60,2024-05-15,4.6,True
745,154,2024-03-17,12.9,True
746,183,2023-01-11,4.2,True
747,114,2024-02-08,1.4,True
748,15,2023-01-01,,True
749,162,2023-10-07,7.3,True
750,34,2023-08-01,6.5,True
751,13,2024-08-06,1.7,True
752,126,2024-11-15,3.0,True
753,94,2024-05-03,3.3,False
754,69,2024-05-29,3.8,True
755,213,2023-01-16,1.9,True
756,21,2023-02-14,3.2,True
757,12,2024-06-27,3.0,False
758,130,2023-10-27,8.5,True
759,93,2023-12-21,8.7,True
760,177,2024-04-29,4.5,True
761,9,2023-08-31,3.8,True
762,93,2024-04-22,5.5,True
763,33,2024-05-23,2.8,True
764,10,2023-06-18,2.2,True
765,102,2024-04-25,2.6,True
766,162,2023-04-29,3.2,False
767,35,2023-08-06,2.2,True
768,186,2024-06-30,5.5,True
769,115,2024-11-19,8.3,True
770,106,2023-02-15,1.6,True
771,204,2024-03-30,5.0,True
772,73,2024-02-03,4.2,True
773,45,2024-02-29,6.3,False
774,173,2024-07-04,4.9,False
775,24,2023-02-18,1.8,True
776,192,2024-06-01,2.0,True
777,182,2023-07-15,5.1,True
778,215,2023-04-19,10.2,True
779,102,2023-11-09,1.1,True
780,137,2023-01-19,6.3,False
781,195,2024-03-17,11.4,True
782,29,2024-01-31,4.4,True
783,68,2023-12-25,,False
784,104,2023-01-22,3.0,False
785,139,2024-06-18,4.6,True
786,150,2023-01-25,1.6,True
787,204,2023-07-03,1.0,True
788,108,2023-10-05,9.6,True
789,38,2024-05-06,2.5,True
790,42,2023-10-13,3.6,True
791,177,2024-07-25,,True
792,102,2024-10-16,1.8,True
793,139,2024-06-19,4.4,True
794,124,2023-01-28,3.0,True
795,179,2024-06-23,6.5,True
796,49,2023-05-25,6.8,True
797,38,2024-09-13,6.2,True
798,162,2024-11-16,5.9,False
799,96,2023-02-28,14.9,True
800,180,2023-03-11,2.3,True
801,29,2024-05-03,4.8,True
802,60,2023-04-11,10.9,False
803,212,2024-11-09,12.0,True
804,186,2024-01-14,1.8,True
805,14,2024-02-06,4.0,True
806,180,2024-08-25,12.8,True
807,15,2023-06-02,7.1,True
808,27,2024-01-25,5.7,True
809,198,2024-11-30,4.3,False
810,28,2023-01-16,3.8,True
811,67,2023-05-03,6.1,True
812,30,2023-04-13,4.2,True
813,132,2023-08-23,4.8,True
814,13,2023-04-01,5.2,True
815,64,2023-05-01,3.1,True
816,72,2024-08-19,7.2,True
817,143,2023-11-22,38.1,True
818,110,2023-09-08,1.4,True
819,43,2023-10-21,6.2,False
820,103,2024-11-10,2.9,True
821,101,2023-12-10,7.4,True
822,78,2023-11-25,5.1,True
823,118,2024-10-11,8.4,True
824,72,2023-01-27,11.3,True
825,74,2023-12-01,5.7,True
826,173,2024-06-07,10.9,True
827,56,2023-12-27,1.0,True
